generation(Wh),datetime,temperature(C),precipitattion(mm),windspeed(m/s),winddirection(degree),humidity(%),airpressure(hPa),irradiance(hr),radiation(MJ/m2),amountofcloud,groundtemperature(C)
291648.0,2022-05-28 13:00:00,30.8,,2.0,320,20.0,995.5,1.0,,8.0,48.9
277968.0,2022-05-28 14:00:00,31.0,,2.0,180,20.0,995.0,1.0,,8.0,46.8
198336.0,2022-05-28 15:00:00,30.6,,3.0,230,21.0,994.9,1.0,,8.0,43.2
157296.0,2022-05-28 16:00:00,31.0,,3.0,200,20.0,994.8,1.0,,7.0,42.5
89952.0,2022-05-28 17:00:00,30.4,,4.0,200,22.0,994.5,1.0,,8.0,39.4
35184.0,2022-05-28 18:00:00,29.4,,4.0,200,23.0,994.7,1.0,,7.0,34.1
1488.0,2022-05-28 19:00:00,28.0,,3.2,200,27.0,995.1,0.6,,7.0,28.4
0.0,2022-05-28 20:00:00,26.6,,2.0,230,29.0,995.8,0.0,,5.0,25.2
0.0,2022-05-28 21:00:00,24.3,,1.4,290,37.0,996.5,,,6.0,23.0
0.0,2022-05-28 22:00:00,23.0,,2.1,290,41.0,997.1,,,5.0,21.6
0.0,2022-05-28 23:00:00,22.7,,1.4,250,40.0,997.2,,,6.0,20.8
0.0,2022-05-29 00:00:00,22.4,,2.1,270,39.0,997.5,,,4.0,19.9
0.0,2022-05-29 01:00:00,22.9,,2.9,270,32.0,997.0,,,3.0,19.7
0.0,2022-05-29 02:00:00,20.6,,1.5,340,37.0,997.1,,,4.0,18.3
0.0,2022-05-29 03:00:00,21.7,,1.7,290,30.0,997.0,,,1.0,17.8
0.0,2022-05-29 04:00:00,20.4,,2.0,290,34.0,997.1,,,0.0,16.8
336.0,2022-05-29 05:00:00,18.9,,0.2,0,37.0,997.3,,,0.0,15.6
22224.0,2022-05-29 06:00:00,18.4,,1.2,340,41.0,997.5,0.3,,2.0,16.3
83232.0,2022-05-29 07:00:00,21.4,,0.8,20,48.0,997.5,1.0,,1.0,19.0
174000.0,2022-05-29 08:00:00,23.8,,1.4,50,39.0,997.5,1.0,,1.0,26.6
251136.0,2022-05-29 09:00:00,25.1,,1.2,140,30.0,997.3,1.0,,1.0,33.7
305232.0,2022-05-29 10:00:00,26.8,,2.4,180,22.0,996.9,1.0,,1.0,39.7
309744.0,2022-05-29 11:00:00,27.7,,2.0,140,24.0,996.6,1.0,,3.0,45.1
356640.0,2022-05-29 12:00:00,27.6,,2.5,110,27.0,996.2,1.0,,5.0,46.1
351984.0,2022-05-29 13:00:00,29.7,,2.8,140,25.0,995.5,1.0,,6.0,49.5
330864.0,2022-05-29 14:00:00,28.6,,2.6,160,28.0,995.1,1.0,,5.0,49.2
280992.0,2022-05-29 15:00:00,28.9,,2.7,140,24.0,994.8,1.0,,2.0,47.4
196464.0,2022-05-29 16:00:00,28.1,,2.9,140,29.0,994.6,1.0,,4.0,44.7
105360.0,2022-05-29 17:00:00,27.7,,1.8,140,32.0,994.4,1.0,,6.0,40.3
23952.0,2022-05-29 18:00:00,27.1,,3.7,200,25.0,994.6,1.0,,1.0,33.9
384.0,2022-05-29 19:00:00,26.0,,2.6,200,26.0,994.9,1.0,,1.0,27.5
0.0,2022-05-29 20:00:00,24.9,,2.5,230,29.0,995.4,0.0,,2.0,24.4
0.0,2022-05-29 21:00:00,24.4,,2.0,230,29.0,995.6,,,7.0,24.2
0.0,2022-05-29 22:00:00,23.6,,1.6,230,32.0,995.7,,,7.0,23.4
0.0,2022-05-29 23:00:00,22.6,0.0,1.7,290,36.0,995.3,,,10.0,22.9
0.0,2022-05-30 00:00:00,22.4,0.0,1.2,290,37.0,994.8,,,10.0,23.0
0.0,2022-05-30 01:00:00,21.8,0.0,0.2,0,39.0,994.6,,,10.0,22.8
0.0,2022-05-30 02:00:00,21.4,,0.0,0,43.0,993.9,,,10.0,22.6
0.0,2022-05-30 03:00:00,21.4,,0.6,230,46.0,993.0,,,10.0,22.5
0.0,2022-05-30 04:00:00,21.1,,1.7,320,44.0,992.5,,,10.0,22.1
0.0,2022-05-30 05:00:00,21.0,,0.5,20,46.0,992.7,,,10.0,22.1
8880.0,2022-05-30 06:00:00,20.7,0.0,1.1,290,47.0,992.7,0.0,,10.0,21.8
35376.0,2022-05-30 07:00:00,21.2,0.0,0.7,20,47.0,992.5,0.0,,10.0,23.4
53328.0,2022-05-30 08:00:00,21.0,0.0,0.6,200,54.0,993.0,0.0,,10.0,23.8
124464.0,2022-05-30 09:00:00,22.3,0.0,1.5,160,40.0,992.7,0.0,,10.0,27.7
193440.0,2022-05-30 10:00:00,23.6,,1.4,90,42.0,992.3,0.0,,10.0,31.7
264288.0,2022-05-30 11:00:00,24.5,,2.1,90,36.0,992.2,0.2,,10.0,39.3
314928.0,2022-05-30 12:00:00,24.6,,1.9,70,41.0,991.5,0.2,,7.0,39.9
307440.0,2022-05-30 13:00:00,25.9,,1.8,90,43.0,990.9,1.0,,7.0,47.1
201552.0,2022-05-30 14:00:00,25.3,,3.0,70,47.0,990.3,1.0,,7.0,46.7
242064.0,2022-05-30 15:00:00,24.9,,2.8,90,51.0,990.4,0.3,,8.0,42.5
128064.0,2022-05-30 16:00:00,22.7,,3.2,90,59.0,990.3,1.0,,7.0,39.1
91584.0,2022-05-30 17:00:00,21.4,,3.7,90,68.0,990.3,1.0,,4.0,34.6
24480.0,2022-05-30 18:00:00,20.7,,2.8,90,74.0,990.7,1.0,,6.0,29.8
1440.0,2022-05-30 19:00:00,19.8,,1.9,90,79.0,991.3,0.7,,7.0,25.6
0.0,2022-05-30 20:00:00,19.3,,0.5,20,81.0,991.7,0.0,,8.0,23.3
0.0,2022-05-30 21:00:00,19.8,,0.9,160,81.0,992.7,,,9.0,23.5
0.0,2022-05-30 22:00:00,19.8,,0.8,160,84.0,992.9,,,9.0,23.1
0.0,2022-05-30 23:00:00,19.6,,1.0,290,84.0,993.2,,,7.0,22.3
0.0,2022-05-31 00:00:00,19.1,,1.4,320,83.0,993.5,,,7.0,21.0
0.0,2022-05-31 01:00:00,18.5,,1.6,320,85.0,993.5,,,7.0,19.6
0.0,2022-05-31 02:00:00,18.0,,0.8,20,85.0,993.7,,,0.0,18.4
0.0,2022-05-31 03:00:00,19.2,,2.3,320,78.0,994.0,,,0.0,18.0
0.0,2022-05-31 04:00:00,19.6,,2.0,290,71.0,994.6,,,0.0,17.7
144.0,2022-05-31 05:00:00,18.6,,1.8,320,71.0,995.5,,,0.0,17.0
21120.0,2022-05-31 06:00:00,18.8,,0.7,70,68.0,996.5,0.3,,0.0,16.6
84288.0,2022-05-31 07:00:00,19.9,,1.5,320,57.0,997.0,1.0,,0.0,18.5
179712.0,2022-05-31 08:00:00,21.2,,2.7,270,45.0,997.7,1.0,,0.0,26.0
260496.0,2022-05-31 09:00:00,23.0,,3.6,340,32.0,998.0,1.0,,0.0,32.0
315744.0,2022-05-31 10:00:00,24.2,,3.6,20,26.0,998.6,1.0,,0.0,36.8
343392.0,2022-05-31 11:00:00,25.4,,3.5,360,24.0,999.1,1.0,,0.0,42.1
359184.0,2022-05-31 12:00:00,26.9,,3.0,340,20.0,998.7,1.0,,0.0,46.1
353712.0,2022-05-31 13:00:00,25.2,,2.5,160,38.0,998.7,1.0,,0.0,48.2
323952.0,2022-05-31 14:00:00,24.9,,2.9,140,33.0,998.5,1.0,,0.0,47.5
271248.0,2022-05-31 15:00:00,25.7,,2.4,140,22.0,997.9,1.0,,0.0,45.6
194448.0,2022-05-31 16:00:00,25.1,,2.6,160,24.0,997.8,1.0,,0.0,42.1
99888.0,2022-05-31 17:00:00,24.8,,2.5,160,24.0,997.6,1.0,,0.0,37.4
26640.0,2022-05-31 18:00:00,24.1,,3.4,180,24.0,997.9,1.0,,0.0,31.8
960.0,2022-05-31 19:00:00,23.4,,3.1,180,27.0,998.3,0.9,,0.0,26.1
0.0,2022-05-31 20:00:00,22.1,,1.8,180,32.0,998.7,0.0,,3.0,22.9
0.0,2022-05-31 21:00:00,20.1,,0.4,0,52.0,999.1,,,5.0,20.9
0.0,2022-05-31 22:00:00,19.4,,1.1,360,53.0,999.6,,,9.0,20.2
0.0,2022-05-31 23:00:00,18.9,,0.7,340,56.0,999.9,,,9.0,19.7
0.0,2022-06-01 00:00:00,19.7,,0.6,230,40.0,999.9,,,8.0,19.0
0.0,2022-06-01 01:00:00,19.2,,1.2,360,44.0,999.7,,,8.0,18.6
0.0,2022-06-01 02:00:00,18.5,,1.3,20,47.0,999.4,,,9.0,18.4
0.0,2022-06-01 03:00:00,19.0,,0.8,230,45.0,998.8,,,9.0,18.2
0.0,2022-06-01 04:00:00,18.3,,1.1,320,47.0,998.6,,,9.0,18.2
48.0,2022-06-01 05:00:00,17.9,,0.5,200,49.0,998.8,,,9.0,18.1
19920.0,2022-06-01 06:00:00,18.4,,1.7,320,46.0,998.7,0.0,,9.0,18.6
65952.0,2022-06-01 07:00:00,19.3,,0.3,0,48.0,998.9,0.0,,9.0,21.2
116160.0,2022-06-01 08:00:00,20.5,,1.7,360,49.0,999.2,0.3,,8.0,24.9
172896.0,2022-06-01 09:00:00,23.5,,0.6,110,41.0,998.5,0.5,,8.0,29.3
288912.0,2022-06-01 10:00:00,24.9,,1.6,20,37.0,998.8,0.9,,7.0,36.4
307632.0,2022-06-01 11:00:00,26.1,,2.1,70,32.0,998.3,1.0,,7.0,41.5
327792.0,2022-06-01 12:00:00,28.2,,2.0,160,28.0,997.3,1.0,,6.0,46.2
322944.0,2022-06-01 13:00:00,26.9,,2.2,160,34.0,996.8,1.0,,6.0,47.9
261984.0,2022-06-01 14:00:00,25.5,,2.3,160,36.0,996.2,1.0,,7.0,44.2
260880.0,2022-06-01 15:00:00,25.6,,3.2,110,30.0,995.6,1.0,,7.0,45.6
197520.0,2022-06-01 16:00:00,25.9,,2.6,160,41.0,995.0,1.0,,0.0,42.9
103776.0,2022-06-01 17:00:00,24.8,,1.8,140,49.0,994.6,1.0,,0.0,38.7
26688.0,2022-06-01 18:00:00,23.0,,1.5,160,50.0,994.6,1.0,,3.0,32.4
672.0,2022-06-01 19:00:00,23.1,,1.5,180,45.0,994.7,1.0,,2.0,26.9
0.0,2022-06-01 20:00:00,20.8,,1.4,160,64.0,995.1,0.0,,5.0,23.2
0.0,2022-06-01 21:00:00,21.4,,1.6,200,52.0,995.4,,,5.0,21.3
0.0,2022-06-01 22:00:00,21.9,,2.0,200,54.0,995.8,,,0.0,20.9
0.0,2022-06-01 23:00:00,21.3,,2.1,230,60.0,996.1,,,0.0,20.0
0.0,2022-06-02 00:00:00,21.6,,2.0,230,59.0,996.2,,,0.0,19.7
0.0,2022-06-02 01:00:00,21.0,,1.2,250,59.0,996.3,,,0.0,19.1
0.0,2022-06-02 02:00:00,19.9,,2.6,270,63.0,996.3,,,0.0,18.4
0.0,2022-06-02 03:00:00,18.0,,0.5,270,72.0,996.7,,,0.0,17.0
0.0,2022-06-02 04:00:00,19.0,,1.9,290,66.0,996.9,,,0.0,16.9
480.0,2022-06-02 05:00:00,18.5,,2.1,290,68.0,997.2,,,0.0,16.8
23472.0,2022-06-02 06:00:00,17.4,,1.3,360,76.0,997.6,0.3,,0.0,16.8
81168.0,2022-06-02 07:00:00,20.8,,0.5,20,63.0,997.7,1.0,,0.0,19.1
165120.0,2022-06-02 08:00:00,22.4,,1.6,90,54.0,997.8,1.0,,0.0,26.7
239616.0,2022-06-02 09:00:00,24.6,,1.2,90,41.0,997.7,1.0,,0.0,33.7
299616.0,2022-06-02 10:00:00,28.1,,1.4,110,35.0,997.3,1.0,,0.0,40.7
337344.0,2022-06-02 11:00:00,27.7,,2.3,110,42.0,997.1,1.0,,0.0,46.1
356448.0,2022-06-02 12:00:00,27.1,,2.1,110,45.0,996.6,1.0,,0.0,49.0
355824.0,2022-06-02 13:00:00,26.8,,2.1,110,48.0,996.1,1.0,,0.0,50.3
323328.0,2022-06-02 14:00:00,28.2,,2.3,140,40.0,995.8,1.0,,0.0,50.4
269664.0,2022-06-02 15:00:00,26.9,,1.9,140,47.0,995.4,1.0,,0.0,48.6
189696.0,2022-06-02 16:00:00,25.9,,2.3,140,46.0,995.3,1.0,,0.0,44.2
97344.0,2022-06-02 17:00:00,25.3,,1.6,140,47.0,995.3,1.0,,0.0,39.9
26880.0,2022-06-02 18:00:00,24.8,,1.5,180,52.0,995.3,1.0,,0.0,35.1
1008.0,2022-06-02 19:00:00,22.8,,1.0,160,59.0,995.8,0.9,,0.0,28.4
0.0,2022-06-02 20:00:00,20.9,,0.6,230,69.0,996.3,0.0,,0.0,24.4
0.0,2022-06-02 21:00:00,20.6,,0.2,0,72.0,997.0,,,0.0,22.4
0.0,2022-06-02 22:00:00,21.5,,0.9,290,62.0,997.3,,,0.0,21.2
0.0,2022-06-02 23:00:00,19.8,,0.3,0,69.0,997.5,,,0.0,20.3
0.0,2022-06-03 00:00:00,19.7,,0.4,0,68.0,997.5,,,0.0,19.6
0.0,2022-06-03 01:00:00,21.5,,2.1,270,60.0,997.5,,,0.0,19.6
0.0,2022-06-03 02:00:00,19.6,,0.4,0,69.0,997.7,,,0.0,18.8
0.0,2022-06-03 03:00:00,20.3,,1.0,340,67.0,997.8,,,0.0,18.3
0.0,2022-06-03 04:00:00,20.1,,0.7,340,68.0,997.6,,,0.0,17.9
480.0,2022-06-03 05:00:00,19.3,,0.7,70,73.0,998.5,,,0.0,17.4
22944.0,2022-06-03 06:00:00,20.7,,1.7,360,70.0,999.4,0.1,,0.0,18.7
79824.0,2022-06-03 07:00:00,22.9,,1.4,360,60.0,1000.2,1.0,,0.0,21.4
162720.0,2022-06-03 08:00:00,24.2,,1.4,90,56.0,1000.6,1.0,,0.0,27.9
242160.0,2022-06-03 09:00:00,24.3,,3.2,50,55.0,1000.9,1.0,,0.0,33.1
301104.0,2022-06-03 10:00:00,23.9,,3.4,20,55.0,1001.5,1.0,,0.0,37.5
335616.0,2022-06-03 11:00:00,24.9,,2.4,360,52.0,1001.3,1.0,,1.0,42.6
355920.0,2022-06-03 12:00:00,26.3,,3.1,20,46.0,1001.3,1.0,,0.0,45.4
353808.0,2022-06-03 13:00:00,25.5,,3.7,70,52.0,1001.3,1.0,,0.0,47.2
323040.0,2022-06-03 14:00:00,24.2,,4.9,90,55.0,1001.1,1.0,,0.0,45.3
266640.0,2022-06-03 15:00:00,23.4,,4.2,70,58.0,1001.3,1.0,,0.0,43.2
190224.0,2022-06-03 16:00:00,23.2,,3.7,70,61.0,1001.5,1.0,,0.0,40.5
101184.0,2022-06-03 17:00:00,22.0,,3.6,70,65.0,1001.8,1.0,,1.0,36.1
29904.0,2022-06-03 18:00:00,20.9,,3.1,70,70.0,1002.4,1.0,,4.0,30.7
1200.0,2022-06-03 19:00:00,19.7,,2.2,20,76.0,1002.8,0.7,,7.0,25.3
0.0,2022-06-03 20:00:00,19.0,,2.8,20,78.0,1003.3,0.0,,3.0,21.9
0.0,2022-06-03 21:00:00,18.6,,2.3,50,80.0,1004.0,,,6.0,20.6
0.0,2022-06-03 22:00:00,18.6,,2.6,20,79.0,1004.5,,,3.0,19.7
0.0,2022-06-03 23:00:00,18.6,,2.6,360,78.0,1004.9,,,9.0,19.6
0.0,2022-06-04 00:00:00,18.4,,1.3,360,80.0,1004.7,,,8.0,20.2
0.0,2022-06-04 01:00:00,18.3,,1.8,20,81.0,1004.9,,,0.0,19.7
0.0,2022-06-04 02:00:00,18.2,,1.7,20,82.0,1004.7,,,9.0,19.7
0.0,2022-06-04 03:00:00,17.8,,2.0,360,81.0,1004.9,,,2.0,19.1
0.0,2022-06-04 04:00:00,17.3,,1.6,340,83.0,1004.8,,,3.0,18.1
480.0,2022-06-04 05:00:00,17.0,,1.0,320,85.0,1004.7,,,3.0,17.8
21792.0,2022-06-04 06:00:00,17.6,,1.4,360,85.0,1004.6,0.0,,4.0,18.9
86688.0,2022-06-04 07:00:00,18.8,,1.8,20,80.0,1005.0,0.6,,5.0,21.7
144720.0,2022-06-04 08:00:00,20.5,,1.5,50,75.0,1005.1,0.4,,5.0,25.7
199536.0,2022-06-04 09:00:00,20.6,,2.7,50,68.0,1004.7,0.9,,4.0,31.4
261264.0,2022-06-04 10:00:00,21.6,,2.9,90,64.0,1004.5,0.9,,2.0,34.2
305328.0,2022-06-04 11:00:00,22.8,,2.6,90,58.0,1004.3,1.0,,4.0,40.9
329040.0,2022-06-04 12:00:00,22.7,,2.6,90,56.0,1004.1,1.0,,7.0,43.3
312576.0,2022-06-04 13:00:00,22.8,,3.0,90,54.0,1003.4,1.0,,7.0,44.6
259824.0,2022-06-04 14:00:00,23.3,,2.7,90,53.0,1002.9,0.9,,7.0,45.5
157536.0,2022-06-04 15:00:00,23.7,,2.1,90,47.0,1002.5,0.9,,8.0,41.6
131616.0,2022-06-04 16:00:00,22.1,,2.9,70,58.0,1002.4,0.5,,8.0,39.3
44784.0,2022-06-04 17:00:00,21.0,,3.0,70,62.0,1002.0,0.5,,8.0,31.6
13296.0,2022-06-04 18:00:00,19.6,,1.8,50,74.0,1001.4,0.0,,9.0,27.0
2304.0,2022-06-04 19:00:00,19.3,,1.7,70,78.0,1001.7,0.0,,9.0,24.5
0.0,2022-06-04 20:00:00,18.6,,2.2,70,82.0,1001.9,0.0,,10.0,21.9
0.0,2022-06-04 21:00:00,18.3,,2.1,70,84.0,1002.4,,,7.0,20.6
0.0,2022-06-04 22:00:00,18.1,,0.8,320,82.0,1002.4,,,8.0,20.0
0.0,2022-06-04 23:00:00,17.8,,0.7,360,85.0,1002.1,,,9.0,19.6
0.0,2022-06-05 00:00:00,17.8,,1.4,360,85.0,1001.5,,,9.0,19.6
0.0,2022-06-05 01:00:00,17.8,,0.7,20,85.0,1000.7,,,10.0,19.6
0.0,2022-06-05 02:00:00,17.4,,0.7,320,86.0,1000.2,,,9.0,19.2
0.0,2022-06-05 03:00:00,17.2,,1.4,290,86.0,999.8,,,8.0,18.7
0.0,2022-06-05 04:00:00,16.9,,0.9,320,87.0,999.5,,,9.0,18.7
0.0,2022-06-05 05:00:00,17.4,,0.9,340,87.0,999.1,,,9.0,19.0
4752.0,2022-06-05 06:00:00,17.6,,0.4,0,86.0,998.6,0.0,,10.0,19.5
17760.0,2022-06-05 07:00:00,18.0,,1.2,340,85.0,998.5,0.0,,10.0,20.4
41376.0,2022-06-05 08:00:00,18.2,0.0,1.1,360,85.0,997.9,0.0,,10.0,20.6
37056.0,2022-06-05 09:00:00,19.0,0.0,1.6,20,84.0,997.3,0.0,,10.0,22.3
39024.0,2022-06-05 10:00:00,18.9,0.0,1.6,360,85.0,996.9,0.0,,10.0,22.0
27936.0,2022-06-05 11:00:00,18.9,0.3,0.4,0,90.0,996.4,0.0,,10.0,21.3
40992.0,2022-06-05 12:00:00,18.7,1.0,0.8,20,95.0,996.1,0.0,,10.0,22.1
20928.0,2022-06-05 13:00:00,18.7,1.9,1.0,320,96.0,994.9,0.0,,10.0,22.4
45840.0,2022-06-05 14:00:00,18.4,3.5,0.7,110,97.0,994.6,0.0,,10.0,20.9
13200.0,2022-06-05 15:00:00,18.7,3.2,1.4,70,97.0,993.9,0.0,,10.0,21.9
2832.0,2022-06-05 16:00:00,18.1,2.1,1.6,20,97.0,993.1,0.0,,10.0,20.4
2208.0,2022-06-05 17:00:00,17.2,3.9,3.9,70,97.0,993.1,0.0,,10.0,18.8
0.0,2022-06-05 18:00:00,16.9,6.0,1.0,20,97.0,992.6,0.0,,10.0,18.5
0.0,2022-06-05 19:00:00,17.1,10.0,1.7,50,97.0,992.7,0.0,,10.0,18.1
0.0,2022-06-05 20:00:00,17.3,11.7,1.6,90,97.0,993.2,0.0,,10.0,18.2
0.0,2022-06-05 21:00:00,16.5,5.3,3.6,90,97.0,992.0,,,10.0,17.9
0.0,2022-06-05 22:00:00,16.7,0.9,2.0,70,97.0,992.1,,,10.0,17.8
0.0,2022-06-05 23:00:00,16.4,2.5,1.9,20,97.0,991.2,,,10.0,17.6
0.0,2022-06-06 00:00:00,17.0,1.5,3.3,70,97.0,989.3,,,10.0,17.6
0.0,2022-06-06 01:00:00,17.1,0.5,3.1,70,97.0,988.8,,,10.0,17.6
0.0,2022-06-06 02:00:00,17.3,0.3,2.4,50,97.0,988.7,,,10.0,17.8
0.0,2022-06-06 03:00:00,17.0,2.6,1.3,360,97.0,988.5,,,10.0,17.8
0.0,2022-06-06 04:00:00,16.9,1.9,2.7,340,97.0,988.4,,,10.0,17.7
720.0,2022-06-06 05:00:00,16.8,0.3,2.5,360,97.0,988.4,,,10.0,17.5
13488.0,2022-06-06 06:00:00,17.0,0.1,2.5,320,97.0,988.4,0.0,,8.0,17.8
53616.0,2022-06-06 07:00:00,17.1,,3.2,340,97.0,988.7,0.0,,7.0,18.1
119712.0,2022-06-06 08:00:00,18.1,,2.0,320,97.0,988.4,0.2,,9.0,20.7
109056.0,2022-06-06 09:00:00,18.5,,3.1,340,92.0,988.4,0.0,,9.0,20.8
200832.0,2022-06-06 10:00:00,20.4,,3.2,360,80.0,988.4,0.7,,8.0,25.0
112704.0,2022-06-06 11:00:00,21.2,,2.7,340,78.0,988.4,0.5,,8.0,26.6
163728.0,2022-06-06 12:00:00,21.1,,3.4,360,76.0,988.5,0.4,,9.0,27.7
92736.0,2022-06-06 13:00:00,21.6,,3.7,360,73.0,988.8,0.6,,10.0,27.1
28176.0,2022-06-06 14:00:00,19.2,0.0,3.0,360,88.0,989.4,0.1,,10.0,22.7
38352.0,2022-06-06 15:00:00,17.5,3.5,4.3,360,96.0,990.3,0.0,,10.0,20.9
52464.0,2022-06-06 16:00:00,16.7,0.4,3.0,360,90.0,991.8,0.0,,10.0,18.9
49008.0,2022-06-06 17:00:00,16.5,0.3,4.4,360,91.0,992.4,0.0,,10.0,18.5
21504.0,2022-06-06 18:00:00,16.8,,4.3,360,85.0,991.8,0.1,,8.0,18.5
0.0,2022-06-06 19:00:00,16.3,0.0,3.5,360,86.0,993.5,0.2,,10.0,17.3
0.0,2022-06-06 20:00:00,15.9,0.0,3.6,360,85.0,994.0,0.0,,8.0,16.4
0.0,2022-06-06 21:00:00,16.0,,2.7,360,79.0,994.9,,,7.0,15.9
0.0,2022-06-06 22:00:00,15.8,,2.5,360,82.0,995.5,,,7.0,15.6
0.0,2022-06-06 23:00:00,15.5,,2.2,360,82.0,996.4,,,7.0,15.5
0.0,2022-06-07 00:00:00,14.7,,1.3,340,84.0,996.9,,,3.0,14.7
0.0,2022-06-07 01:00:00,14.4,,1.7,340,84.0,996.7,,,7.0,14.2
0.0,2022-06-07 02:00:00,14.3,,1.8,320,83.0,996.5,,,2.0,14.0
0.0,2022-06-07 03:00:00,13.8,,0.7,360,84.0,996.5,,,4.0,13.8
0.0,2022-06-07 04:00:00,13.8,,0.0,0,88.0,997.1,,,6.0,14.7
960.0,2022-06-07 05:00:00,12.8,,0.0,0,92.0,997.2,,,2.0,13.9
24960.0,2022-06-07 06:00:00,14.4,,1.2,140,86.0,997.5,0.1,,2.0,14.0
71136.0,2022-06-07 07:00:00,15.8,,2.1,340,80.0,998.1,1.0,,4.0,15.2
106800.0,2022-06-07 08:00:00,16.4,,1.5,320,78.0,998.9,0.5,,7.0,17.6
135984.0,2022-06-07 09:00:00,17.3,,2.5,340,75.0,999.0,0.4,,7.0,20.6
107904.0,2022-06-07 10:00:00,18.0,,2.1,360,71.0,999.3,0.6,,8.0,21.7
87936.0,2022-06-07 11:00:00,17.9,,2.1,360,71.0,999.3,0.0,,9.0,21.0
105600.0,2022-06-07 12:00:00,17.3,,3.4,70,78.0,999.1,0.0,,9.0,19.7
63072.0,2022-06-07 13:00:00,17.5,,1.3,50,75.0,999.3,0.0,,9.0,19.6
57216.0,2022-06-07 14:00:00,17.0,,1.8,20,78.0,999.5,0.0,,9.0,18.9
45792.0,2022-06-07 15:00:00,17.0,,2.7,20,76.0,999.7,0.0,,9.0,18.1
30432.0,2022-06-07 16:00:00,16.9,,2.2,360,75.0,999.9,0.0,,9.0,18.1
16992.0,2022-06-07 17:00:00,16.6,,2.4,360,78.0,1000.1,0.0,,10.0,17.6
2352.0,2022-06-07 18:00:00,16.4,,1.9,360,79.0,1000.3,0.0,,10.0,17.1
0.0,2022-06-07 19:00:00,15.9,,1.4,360,82.0,1000.6,0.0,,9.0,16.5
0.0,2022-06-07 20:00:00,15.9,,0.8,320,81.0,1001.1,0.0,,3.0,16.5
0.0,2022-06-07 21:00:00,15.6,0.0,1.8,20,84.0,1001.6,,,10.0,16.2
0.0,2022-06-07 22:00:00,15.2,0.0,1.7,20,88.0,1002.1,,,10.0,16.1
0.0,2022-06-07 23:00:00,15.0,0.0,1.0,340,89.0,1002.3,,,10.0,15.9
0.0,2022-06-08 00:00:00,14.1,1.5,1.2,320,96.0,1002.4,,,10.0,15.6
0.0,2022-06-08 01:00:00,13.9,1.1,1.3,320,97.0,1001.8,,,10.0,15.4
0.0,2022-06-08 02:00:00,14.0,0.0,0.8,320,97.0,1001.8,,,10.0,15.4
0.0,2022-06-08 03:00:00,14.0,,1.1,320,97.0,1001.9,,,10.0,15.1
0.0,2022-06-08 04:00:00,13.9,,1.6,320,97.0,1002.2,,,10.0,15.0
0.0,2022-06-08 05:00:00,14.0,,1.8,320,97.0,1002.4,,,10.0,15.0
23568.0,2022-06-08 06:00:00,14.2,,1.9,320,97.0,1002.7,0.1,,10.0,15.2
60336.0,2022-06-08 07:00:00,14.9,,1.8,320,95.0,1003.3,0.1,,10.0,16.6
73824.0,2022-06-08 08:00:00,16.1,,1.6,340,90.0,1004.1,0.0,,9.0,18.5
162288.0,2022-06-08 09:00:00,17.0,,1.6,360,79.0,1004.1,0.3,,9.0,21.6
95472.0,2022-06-08 10:00:00,17.1,,1.9,360,79.0,1004.0,0.0,,9.0,21.0
143904.0,2022-06-08 11:00:00,17.7,,1.6,20,75.0,1004.0,0.0,,9.0,21.8
210096.0,2022-06-08 12:00:00,18.4,,1.7,20,72.0,1003.5,0.0,,9.0,23.4
205056.0,2022-06-08 13:00:00,18.4,,2.1,50,75.0,1003.4,0.1,,9.0,23.5
147936.0,2022-06-08 14:00:00,18.3,,2.9,70,71.0,1003.1,0.0,,9.0,23.4
174480.0,2022-06-08 15:00:00,17.6,,3.0,70,72.0,1003.1,0.0,,9.0,21.8
177552.0,2022-06-08 16:00:00,18.0,,3.5,90,70.0,1002.9,0.2,,9.0,22.8
97104.0,2022-06-08 17:00:00,18.3,,2.0,50,69.0,1003.1,0.3,,7.0,21.7
25488.0,2022-06-08 18:00:00,17.3,,2.8,90,71.0,1003.4,0.9,,7.0,19.4
5904.0,2022-06-08 19:00:00,16.9,,2.1,70,72.0,1003.6,0.8,,8.0,17.9
0.0,2022-06-08 20:00:00,16.0,,1.2,20,79.0,1003.9,0.0,,4.0,16.3
0.0,2022-06-08 21:00:00,15.6,,1.7,360,81.0,1004.5,,,8.0,15.3
0.0,2022-06-08 22:00:00,15.9,,0.8,360,80.0,1005.1,,,9.0,16.1
0.0,2022-06-08 23:00:00,16.0,,1.1,340,80.0,1005.2,,,9.0,16.2
0.0,2022-06-09 00:00:00,15.9,,1.1,340,82.0,1005.0,,,9.0,16.2
0.0,2022-06-09 01:00:00,15.8,,0.8,360,83.0,1004.7,,,10.0,16.2
0.0,2022-06-09 02:00:00,15.6,,1.3,320,83.0,1004.5,,,10.0,15.9
0.0,2022-06-09 03:00:00,14.9,,1.7,290,84.0,1004.6,,,7.0,14.8
0.0,2022-06-09 04:00:00,14.0,,1.6,340,88.0,1004.3,,,0.0,13.9
2352.0,2022-06-09 05:00:00,13.8,,2.0,290,90.0,1004.9,,,3.0,13.5
21792.0,2022-06-09 06:00:00,14.2,,0.5,340,90.0,1005.0,0.3,,7.0,14.1
