generation(Wh),datetime,temperature(C),precipitattion(mm),windspeed(m/s),winddirection(degree),humidity(%),airpressure(hPa),irradiance(hr),radiation(MJ/m2),amountofcloud,groundtemperature(C)
228432.0,2023-02-25 15:00:00,8.4,,2.6,20,26.0,1017.1,1.0,2.21,4.0,19.4
138240.0,2023-02-25 16:00:00,6.1,,5.6,90,61.0,1017.4,0.7,1.4,3.0,10.1
30480.0,2023-02-25 17:00:00,6.2,,3.8,90,58.0,1018.0,0.9,1.05,3.0,12.2
96.0,2023-02-25 18:00:00,5.1,,2.4,70,58.0,1018.8,0.1,0.25,1.0,3.8
0.0,2023-02-25 19:00:00,4.2,,2.5,50,61.0,1020.0,0.0,0.01,5.0,1.7
0.0,2023-02-25 20:00:00,3.2,,2.5,70,72.0,1021.1,,,1.0,0.8
0.0,2023-02-25 21:00:00,2.6,,2.7,340,73.0,1021.9,,,0.0,0.2
0.0,2023-02-25 22:00:00,2.0,,2.0,360,74.0,1022.5,,,1.0,-0.5
0.0,2023-02-25 23:00:00,0.7,,0.5,70,78.0,1022.8,,,0.0,-1.6
0.0,2023-02-26 00:00:00,0.3,,0.8,20,77.0,1023.0,,,0.0,-1.9
0.0,2023-02-26 01:00:00,0.3,,1.9,320,64.0,1023.3,,,0.0,-2.0
0.0,2023-02-26 02:00:00,0.3,,1.9,320,51.0,1023.8,,,0.0,-2.4
0.0,2023-02-26 03:00:00,-0.2,,1.9,270,48.0,1023.9,,,0.0,-2.9
0.0,2023-02-26 04:00:00,-0.3,,3.3,180,45.0,1023.9,,,0.0,-2.9
0.0,2023-02-26 05:00:00,-0.5,,3.0,290,43.0,1024.2,,,0.0,-3.1
0.0,2023-02-26 06:00:00,-0.9,,1.9,270,43.0,1024.6,,,0.0,-3.8
8112.0,2023-02-26 07:00:00,-0.9,,3.2,180,42.0,1025.2,0.0,0.0,0.0,-3.3
78864.0,2023-02-26 08:00:00,0.1,,3.5,70,39.0,1025.6,0.7,0.23,0.0,-1.8
198096.0,2023-02-26 09:00:00,2.5,,2.6,200,33.0,1026.0,1.0,0.94,0.0,0.8
285072.0,2023-02-26 10:00:00,4.5,,2.8,360,30.0,1025.9,1.0,1.68,0.0,7.0
335328.0,2023-02-26 11:00:00,6.4,,2.8,20,26.0,1025.6,1.0,2.26,0.0,16.4
357504.0,2023-02-26 12:00:00,8.8,,1.6,160,22.0,1025.0,1.0,2.65,0.0,25.2
352800.0,2023-02-26 13:00:00,9.5,,2.6,180,17.0,1023.9,1.0,2.8,0.0,25.8
318432.0,2023-02-26 14:00:00,10.2,,2.4,230,16.0,1023.1,1.0,2.68,0.0,25.4
253632.0,2023-02-26 15:00:00,10.3,,3.3,180,29.0,1023.2,1.0,2.32,0.0,24.3
155856.0,2023-02-26 16:00:00,9.9,,2.9,180,31.0,1023.4,1.0,1.76,0.0,20.9
31488.0,2023-02-26 17:00:00,8.5,,2.8,160,35.0,1023.7,1.0,1.05,0.0,14.2
240.0,2023-02-26 18:00:00,7.0,,1.8,180,42.0,1024.4,0.6,0.32,0.0,4.8
0.0,2023-02-26 19:00:00,5.6,,0.9,110,48.0,1024.7,0.0,0.01,0.0,1.4
0.0,2023-02-26 20:00:00,4.4,,0.4,0,52.0,1024.8,,,0.0,0.0
0.0,2023-02-26 21:00:00,3.7,,0.0,0,54.0,1024.9,,,0.0,-1.2
0.0,2023-02-26 22:00:00,3.4,,0.6,270,54.0,1025.2,,,0.0,-1.7
0.0,2023-02-26 23:00:00,2.6,,0.1,0,57.0,1025.2,,,0.0,-2.0
0.0,2023-02-27 00:00:00,2.1,,0.2,0,59.0,1025.2,,,0.0,-2.1
0.0,2023-02-27 01:00:00,1.3,,0.4,0,60.0,1025.2,,,0.0,-2.4
0.0,2023-02-27 02:00:00,1.2,,1.0,20,61.0,1025.1,,,0.0,-2.5
0.0,2023-02-27 03:00:00,0.2,,0.4,0,65.0,1024.7,,,0.0,-3.1
0.0,2023-02-27 04:00:00,-0.5,,0.6,50,69.0,1024.5,,,0.0,-3.7
0.0,2023-02-27 05:00:00,-0.6,,0.4,0,69.0,1024.7,,,0.0,-4.2
0.0,2023-02-27 06:00:00,-0.9,,0.6,140,65.0,1024.7,,,0.0,-4.3
9456.0,2023-02-27 07:00:00,-1.1,,0.2,0,66.0,1025.1,0.0,0.0,0.0,-4.9
82608.0,2023-02-27 08:00:00,1.7,,0.3,0,61.0,1025.3,0.7,0.25,0.0,-2.9
197328.0,2023-02-27 09:00:00,5.2,,0.9,110,50.0,1025.3,1.0,0.98,0.0,0.2
275472.0,2023-02-27 10:00:00,8.6,,1.5,140,36.0,1024.9,1.0,1.72,0.0,10.1
323712.0,2023-02-27 11:00:00,10.6,,1.0,180,27.0,1024.3,1.0,2.31,0.0,20.0
354960.0,2023-02-27 12:00:00,13.2,,2.8,180,20.0,1023.3,1.0,2.69,0.0,26.0
352800.0,2023-02-27 13:00:00,13.4,,3.0,140,28.0,1022.2,1.0,2.82,0.0,28.8
322224.0,2023-02-27 14:00:00,13.6,,3.2,140,28.0,1021.3,1.0,2.69,0.0,29.4
263184.0,2023-02-27 15:00:00,13.9,,3.0,140,31.0,1020.8,1.0,2.33,0.0,27.3
166368.0,2023-02-27 16:00:00,13.6,,3.0,140,37.0,1020.5,1.0,1.77,0.0,23.9
32304.0,2023-02-27 17:00:00,12.8,,2.2,160,43.0,1020.0,1.0,1.07,0.0,17.6
48.0,2023-02-27 18:00:00,10.8,,1.5,160,49.0,1020.1,0.6,0.34,0.0,7.6
0.0,2023-02-27 19:00:00,8.7,,0.7,160,57.0,1020.3,0.0,0.01,0.0,3.1
0.0,2023-02-27 20:00:00,8.2,,0.5,250,47.0,1020.5,,,0.0,1.6
0.0,2023-02-27 21:00:00,7.5,,0.3,0,44.0,1020.7,,,0.0,0.5
0.0,2023-02-27 22:00:00,6.8,,1.2,270,46.0,1020.5,,,0.0,-0.6
0.0,2023-02-27 23:00:00,5.7,,0.1,0,46.0,1020.1,,,0.0,-1.5
0.0,2023-02-28 00:00:00,5.4,,1.0,270,44.0,1019.8,,,0.0,-1.6
0.0,2023-02-28 01:00:00,5.3,,1.3,250,42.0,1019.3,,,0.0,-1.4
0.0,2023-02-28 02:00:00,2.9,,0.6,340,50.0,1018.9,,,0.0,-2.4
0.0,2023-02-28 03:00:00,2.7,,0.5,270,52.0,1018.3,,,0.0,-2.7
0.0,2023-02-28 04:00:00,2.2,,0.9,20,54.0,1018.0,,,0.0,-3.2
0.0,2023-02-28 05:00:00,1.5,,0.3,0,55.0,1017.7,,,0.0,-3.4
0.0,2023-02-28 06:00:00,1.2,,1.6,20,58.0,1017.9,,,0.0,-3.2
9264.0,2023-02-28 07:00:00,0.9,,0.4,0,57.0,1018.1,0.0,0.0,0.0,-3.7
79200.0,2023-02-28 08:00:00,3.9,,0.5,50,55.0,1018.4,0.7,0.26,0.0,-1.8
198000.0,2023-02-28 09:00:00,8.1,,1.5,110,41.0,1018.1,1.0,1.0,0.0,1.4
282384.0,2023-02-28 10:00:00,11.1,,1.7,180,31.0,1017.8,1.0,1.72,0.0,13.3
331152.0,2023-02-28 11:00:00,13.3,,2.9,230,18.0,1017.2,1.0,2.33,0.0,20.6
354960.0,2023-02-28 12:00:00,14.5,,4.8,200,15.0,1016.2,1.0,2.73,0.0,25.9
350400.0,2023-02-28 13:00:00,15.3,,3.6,250,13.0,1015.0,1.0,2.88,0.0,26.9
315312.0,2023-02-28 14:00:00,16.0,,4.8,230,10.0,1013.8,1.0,2.81,0.0,26.4
258624.0,2023-02-28 15:00:00,16.2,,5.0,230,13.0,1013.0,1.0,2.43,0.0,25.0
165744.0,2023-02-28 16:00:00,16.2,,4.0,230,18.0,1012.6,1.0,1.84,0.0,23.2
33072.0,2023-02-28 17:00:00,14.8,,4.9,200,27.0,1012.3,1.0,1.11,0.0,16.8
96.0,2023-02-28 18:00:00,13.1,,5.1,230,33.0,1012.5,0.7,0.37,0.0,10.7
0.0,2023-02-28 19:00:00,11.7,,2.8,200,37.0,1013.2,0.0,0.0,3.0,7.2
0.0,2023-02-28 20:00:00,10.7,,2.3,200,45.0,1013.6,,,4.0,5.7
0.0,2023-02-28 21:00:00,10.4,,2.8,230,49.0,1013.4,,,6.0,5.7
0.0,2023-02-28 22:00:00,9.7,,1.3,230,54.0,1013.4,,,6.0,4.5
0.0,2023-02-28 23:00:00,9.9,,0.1,0,53.0,1013.0,,,9.0,4.4
0.0,2023-03-01 00:00:00,9.0,,0.6,270,58.0,1012.8,,,7.0,3.4
0.0,2023-03-01 01:00:00,8.8,,1.0,20,59.0,1012.4,,,8.0,4.0
0.0,2023-03-01 02:00:00,9.3,,2.3,270,60.0,1012.5,,,7.0,5.1
0.0,2023-03-01 03:00:00,9.4,,2.6,270,57.0,1012.2,,,7.0,5.4
0.0,2023-03-01 04:00:00,7.0,,0.7,90,64.0,1011.8,,,7.0,4.4
0.0,2023-03-01 05:00:00,7.3,,1.2,360,63.0,1011.7,,,8.0,4.9
0.0,2023-03-01 06:00:00,7.2,,1.5,340,65.0,1011.5,,,8.0,4.9
624.0,2023-03-01 07:00:00,7.1,,0.7,360,66.0,1011.2,0.0,0.0,10.0,5.1
7920.0,2023-03-01 08:00:00,7.7,,1.0,320,65.0,1011.2,0.0,0.07,10.0,7.0
11952.0,2023-03-01 09:00:00,8.0,,1.1,20,65.0,1010.9,0.0,0.17,10.0,7.5
26784.0,2023-03-01 10:00:00,9.0,,1.0,320,62.0,1010.6,0.0,0.28,10.0,10.1
39456.0,2023-03-01 11:00:00,9.7,,0.8,110,62.0,1009.8,0.0,0.51,10.0,13.0
66096.0,2023-03-01 12:00:00,10.9,0.0,2.5,200,69.0,1008.8,0.0,0.86,10.0,16.3
116256.0,2023-03-01 13:00:00,12.2,,3.7,200,67.0,1007.5,0.1,1.51,10.0,20.2
113184.0,2023-03-01 14:00:00,12.2,,4.4,200,62.0,1006.2,0.0,1.04,10.0,15.9
63984.0,2023-03-01 15:00:00,12.9,0.0,3.9,250,48.0,1005.2,0.0,0.82,10.0,15.5
39984.0,2023-03-01 16:00:00,13.4,,3.2,230,49.0,1005.1,0.0,0.69,9.0,15.3
18240.0,2023-03-01 17:00:00,13.6,,1.5,290,43.0,1005.0,0.1,0.43,9.0,12.9
0.0,2023-03-01 18:00:00,12.6,,3.0,290,45.0,1005.8,0.0,0.05,9.0,10.6
0.0,2023-03-01 19:00:00,10.9,,3.2,290,42.0,1006.7,0.0,0.0,6.0,8.0
0.0,2023-03-01 20:00:00,9.0,,5.3,290,47.0,1008.3,,,1.0,6.9
0.0,2023-03-01 21:00:00,7.9,,2.6,270,41.0,1009.3,,,0.0,4.2
0.0,2023-03-01 22:00:00,6.9,,4.5,290,32.0,1010.1,,,1.0,4.1
0.0,2023-03-01 23:00:00,5.8,,3.1,320,35.0,1010.8,,,0.0,2.4
0.0,2023-03-02 00:00:00,5.2,,3.5,290,29.0,1011.1,,,0.0,1.4
0.0,2023-03-02 01:00:00,4.8,,3.2,320,25.0,1011.3,,,0.0,1.0
0.0,2023-03-02 02:00:00,4.3,,2.8,320,26.0,1011.7,,,0.0,0.2
0.0,2023-03-02 03:00:00,3.8,,2.2,320,25.0,1011.6,,,0.0,-0.6
0.0,2023-03-02 04:00:00,3.3,,3.1,320,27.0,1012.2,,,0.0,-0.9
0.0,2023-03-02 05:00:00,2.9,,3.5,320,29.0,1012.9,,,0.0,-0.9
0.0,2023-03-02 06:00:00,2.2,,2.7,320,31.0,1013.4,,,0.0,-1.6
12048.0,2023-03-02 07:00:00,1.7,,2.5,290,33.0,1014.0,0.0,0.0,0.0,-1.7
89328.0,2023-03-02 08:00:00,2.6,,3.9,290,34.0,1014.7,0.8,0.29,0.0,0.4
212496.0,2023-03-02 09:00:00,3.3,,4.4,270,31.0,1015.4,1.0,1.04,0.0,1.6
301440.0,2023-03-02 10:00:00,4.8,,3.6,320,23.0,1015.9,1.0,1.79,0.0,6.7
356976.0,2023-03-02 11:00:00,5.3,,3.5,340,19.0,1015.7,1.0,2.42,0.0,11.3
372288.0,2023-03-02 12:00:00,6.4,,3.4,320,17.0,1015.4,1.0,2.79,0.0,15.1
360816.0,2023-03-02 13:00:00,6.8,,4.3,50,15.0,1014.7,1.0,2.93,0.0,17.3
325920.0,2023-03-02 14:00:00,7.4,,3.0,20,16.0,1014.0,1.0,2.8,0.0,18.3
264096.0,2023-03-02 15:00:00,8.3,,3.4,270,13.0,1013.9,1.0,2.43,0.0,17.7
164016.0,2023-03-02 16:00:00,8.0,,3.5,340,13.0,1014.1,1.0,1.87,0.0,14.5
38832.0,2023-03-02 17:00:00,8.4,,1.4,140,20.0,1014.2,1.0,1.14,0.0,12.2
816.0,2023-03-02 18:00:00,6.3,,1.9,180,27.0,1014.6,0.7,0.38,0.0,6.4
0.0,2023-03-02 19:00:00,4.8,,2.2,230,29.0,1015.3,0.0,0.01,0.0,3.4
0.0,2023-03-02 20:00:00,4.5,,1.9,250,31.0,1015.7,,,0.0,1.9
0.0,2023-03-02 21:00:00,3.1,,1.4,320,34.0,1016.3,,,0.0,0.7
0.0,2023-03-02 22:00:00,2.1,,0.7,270,32.0,1016.5,,,0.0,-0.3
0.0,2023-03-02 23:00:00,2.4,,2.5,270,25.0,1016.6,,,0.0,-0.4
0.0,2023-03-03 00:00:00,0.5,,2.0,20,32.0,1016.4,,,0.0,-0.7
0.0,2023-03-03 01:00:00,0.6,,1.4,50,28.0,1016.5,,,0.0,-1.2
0.0,2023-03-03 02:00:00,0.1,,1.6,70,31.0,1016.1,,,0.0,-1.7
0.0,2023-03-03 03:00:00,0.0,,0.6,110,31.0,1015.8,,,0.0,-2.3
0.0,2023-03-03 04:00:00,-0.4,,0.6,250,31.0,1015.6,,,0.0,-2.6
0.0,2023-03-03 05:00:00,0.0,,1.3,90,30.0,1015.8,,,0.0,-2.7
0.0,2023-03-03 06:00:00,0.1,,1.3,340,30.0,1016.4,,,0.0,-2.7
12720.0,2023-03-03 07:00:00,0.7,,3.5,290,32.0,1016.5,0.0,0.0,0.0,-2.0
89088.0,2023-03-03 08:00:00,2.2,,3.1,20,30.0,1017.0,0.8,0.31,0.0,-0.8
204720.0,2023-03-03 09:00:00,4.3,,2.6,340,26.0,1017.1,1.0,1.03,0.0,0.0
288144.0,2023-03-03 10:00:00,6.5,,1.9,50,22.0,1016.9,1.0,1.73,0.0,6.8
338112.0,2023-03-03 11:00:00,8.9,,4.0,290,17.0,1016.2,1.0,2.34,0.0,13.0
355728.0,2023-03-03 12:00:00,10.5,,4.6,290,15.0,1015.6,1.0,2.73,0.0,17.0
350448.0,2023-03-03 13:00:00,11.9,,3.2,290,15.0,1014.6,1.0,2.84,0.0,19.0
316848.0,2023-03-03 14:00:00,12.7,,3.5,270,13.0,1013.5,1.0,2.73,0.0,20.1
253632.0,2023-03-03 15:00:00,13.6,,3.7,290,13.0,1013.1,1.0,2.39,0.0,19.8
146784.0,2023-03-03 16:00:00,13.8,,3.2,290,13.0,1013.1,1.0,1.82,0.0,17.9
37008.0,2023-03-03 17:00:00,13.3,,3.7,290,14.0,1013.2,1.0,1.08,2.0,13.5
624.0,2023-03-03 18:00:00,12.3,,1.4,290,16.0,1013.7,0.7,0.39,3.0,8.7
0.0,2023-03-03 19:00:00,10.3,,1.2,270,20.0,1014.5,0.0,0.01,6.0,5.5
0.0,2023-03-03 20:00:00,9.4,,2.3,360,21.0,1015.0,,,6.0,4.3
0.0,2023-03-03 21:00:00,9.4,,3.1,290,22.0,1015.4,,,0.0,3.7
0.0,2023-03-03 22:00:00,7.6,,1.5,340,26.0,1015.9,,,0.0,2.7
0.0,2023-03-03 23:00:00,8.0,,2.6,340,29.0,1016.2,,,0.0,2.5
0.0,2023-03-04 00:00:00,7.4,,2.4,320,32.0,1016.3,,,0.0,2.5
0.0,2023-03-04 01:00:00,6.7,,2.0,320,34.0,1016.6,,,5.0,2.0
0.0,2023-03-04 02:00:00,6.8,,2.1,270,36.0,1016.6,,,0.0,2.0
0.0,2023-03-04 03:00:00,6.4,,2.7,340,38.0,1016.6,,,0.0,1.6
0.0,2023-03-04 04:00:00,5.7,,2.5,360,44.0,1016.6,,,0.0,1.4
0.0,2023-03-04 05:00:00,5.9,,2.6,320,46.0,1016.8,,,0.0,1.6
0.0,2023-03-04 06:00:00,5.3,,2.9,290,49.0,1017.1,,,6.0,1.4
5376.0,2023-03-04 07:00:00,5.7,,2.6,340,49.0,1017.3,0.0,0.0,6.0,1.9
43920.0,2023-03-04 08:00:00,5.9,,2.8,270,50.0,1017.7,0.0,0.19,8.0,3.9
110784.0,2023-03-04 09:00:00,7.7,,2.4,360,46.0,1018.0,0.2,0.58,8.0,6.7
175968.0,2023-03-04 10:00:00,11.0,,1.1,140,40.0,1018.3,0.5,1.16,8.0,11.7
225888.0,2023-03-04 11:00:00,12.9,,2.4,70,41.0,1017.9,1.0,2.01,8.0,17.3
305184.0,2023-03-04 12:00:00,13.6,,2.5,90,37.0,1017.3,0.9,1.92,8.0,18.4
277104.0,2023-03-04 13:00:00,14.3,,4.6,90,37.0,1016.6,1.0,2.65,7.0,24.0
307968.0,2023-03-04 14:00:00,13.4,,5.1,110,44.0,1016.2,1.0,2.34,7.0,22.6
184368.0,2023-03-04 15:00:00,12.7,,3.5,90,45.0,1016.1,1.0,1.86,7.0,18.9
154896.0,2023-03-04 16:00:00,12.3,,4.4,90,41.0,1016.3,1.0,1.62,7.0,18.4
39408.0,2023-03-04 17:00:00,11.3,,4.8,90,49.0,1016.5,0.8,1.0,6.0,13.5
720.0,2023-03-04 18:00:00,10.4,,2.4,70,50.0,1017.2,0.7,0.33,6.0,9.6
0.0,2023-03-04 19:00:00,9.4,,2.1,50,53.0,1017.6,0.0,0.01,5.0,7.2
0.0,2023-03-04 20:00:00,9.1,,1.9,70,57.0,1018.2,,,6.0,6.3
0.0,2023-03-04 21:00:00,8.5,,1.8,320,61.0,1018.4,,,4.0,5.3
0.0,2023-03-04 22:00:00,7.8,,1.5,320,62.0,1018.8,,,3.0,4.6
0.0,2023-03-04 23:00:00,7.5,,2.8,320,65.0,1018.8,,,0.0,4.3
0.0,2023-03-05 00:00:00,5.9,,0.7,90,71.0,1018.8,,,0.0,3.0
0.0,2023-03-05 01:00:00,5.0,,0.5,90,74.0,1018.7,,,0.0,2.3
0.0,2023-03-05 02:00:00,4.9,,0.5,360,75.0,1018.7,,,0.0,2.0
0.0,2023-03-05 03:00:00,4.2,,1.4,50,78.0,1018.4,,,0.0,1.7
0.0,2023-03-05 04:00:00,4.1,,0.8,70,79.0,1018.3,,,0.0,1.3
0.0,2023-03-05 05:00:00,4.0,,1.3,340,80.0,1018.3,,,0.0,1.2
0.0,2023-03-05 06:00:00,4.0,,0.8,320,81.0,1018.5,,,0.0,1.2
11376.0,2023-03-05 07:00:00,3.2,,0.7,20,87.0,1018.8,0.0,0.0,0.0,0.7
81648.0,2023-03-05 08:00:00,5.6,,1.1,70,78.0,1019.2,0.7,0.28,0.0,2.7
172944.0,2023-03-05 09:00:00,8.5,,1.6,50,66.0,1019.4,1.0,0.95,1.0,6.0
224400.0,2023-03-05 10:00:00,11.3,,1.9,360,56.0,1019.1,1.0,1.57,4.0,12.1
165456.0,2023-03-05 11:00:00,11.3,,1.4,70,56.0,1018.9,0.6,1.51,6.0,11.6
355296.0,2023-03-05 12:00:00,13.5,,2.5,110,49.0,1018.0,1.0,2.71,6.0,23.8
345216.0,2023-03-05 13:00:00,14.3,,2.7,180,42.0,1016.8,1.0,2.96,3.0,26.0
313104.0,2023-03-05 14:00:00,14.2,,2.7,140,44.0,1015.8,1.0,2.94,3.0,26.7
249744.0,2023-03-05 15:00:00,14.0,,3.0,160,43.0,1015.3,1.0,2.47,1.0,25.9
155328.0,2023-03-05 16:00:00,13.1,,3.0,140,44.0,1014.9,1.0,1.8,0.0,22.0
30576.0,2023-03-05 17:00:00,11.9,,2.6,160,48.0,1014.8,1.0,1.07,0.0,16.9
768.0,2023-03-05 18:00:00,10.4,,2.0,160,55.0,1014.9,0.8,0.36,0.0,11.1
0.0,2023-03-05 19:00:00,9.2,,1.8,140,60.0,1015.4,0.0,0.02,0.0,8.0
0.0,2023-03-05 20:00:00,8.0,,0.3,0,65.0,1015.5,,,0.0,6.2
0.0,2023-03-05 21:00:00,7.6,,0.7,230,68.0,1015.6,,,0.0,5.1
0.0,2023-03-05 22:00:00,7.6,,1.7,200,67.0,1015.7,,,0.0,4.7
0.0,2023-03-05 23:00:00,6.2,,0.4,0,74.0,1015.7,,,0.0,3.6
0.0,2023-03-06 00:00:00,5.9,,1.2,20,76.0,1015.5,,,0.0,3.3
0.0,2023-03-06 01:00:00,5.1,,0.6,70,79.0,1015.4,,,0.0,2.6
0.0,2023-03-06 02:00:00,5.7,,1.2,320,80.0,1015.1,,,0.0,2.2
0.0,2023-03-06 03:00:00,5.3,,1.7,250,79.0,1014.7,,,0.0,2.5
0.0,2023-03-06 04:00:00,5.5,,1.7,340,79.0,1014.3,,,0.0,2.3
0.0,2023-03-06 05:00:00,4.4,,0.1,0,82.0,1014.4,,,0.0,1.6
0.0,2023-03-06 06:00:00,4.9,,1.6,320,79.0,1014.5,,,0.0,1.4
13872.0,2023-03-06 07:00:00,4.7,,0.8,320,77.0,1014.8,0.0,0.0,0.0,1.1
83472.0,2023-03-06 08:00:00,6.2,,0.6,230,78.0,1014.9,0.6,0.29,0.0,3.1
181536.0,2023-03-06 09:00:00,9.1,,0.8,110,65.0,1015.0,1.0,0.94,0.0,6.5
259296.0,2023-03-06 10:00:00,12.5,,1.1,110,52.0,1014.5,1.0,1.66,0.0,13.2
311040.0,2023-03-06 11:00:00,14.9,,1.9,160,37.0,1013.8,1.0,2.26,0.0,18.7
333072.0,2023-03-06 12:00:00,16.3,,2.8,270,23.0,1012.7,1.0,2.62,0.0,22.9
318624.0,2023-03-06 13:00:00,17.7,,3.2,160,28.0,1011.5,1.0,2.75,0.0,25.6
288912.0,2023-03-06 14:00:00,17.8,,3.5,160,29.0,1010.4,1.0,2.62,0.0,26.6
232944.0,2023-03-06 15:00:00,18.2,,2.9,140,27.0,1009.6,1.0,2.3,0.0,25.8
146688.0,2023-03-06 16:00:00,18.0,,2.7,180,28.0,1009.2,1.0,1.73,0.0,22.9
39600.0,2023-03-06 17:00:00,17.6,,3.5,230,19.0,1009.1,1.0,1.09,0.0,18.2
960.0,2023-03-06 18:00:00,16.2,,2.8,230,21.0,1009.5,0.8,0.39,0.0,12.8
0.0,2023-03-06 19:00:00,14.5,,3.5,200,28.0,1009.9,0.0,0.02,0.0,10.4
0.0,2023-03-06 20:00:00,12.1,,1.2,20,32.0,1010.4,,,0.0,7.7
0.0,2023-03-06 21:00:00,11.7,,1.5,250,33.0,1010.8,,,0.0,6.7
0.0,2023-03-06 22:00:00,10.7,,2.3,290,41.0,1011.5,,,0.0,6.0
0.0,2023-03-06 23:00:00,9.2,,1.6,360,48.0,1011.4,,,0.0,5.3
0.0,2023-03-07 00:00:00,9.2,,1.4,290,49.0,1011.4,,,0.0,4.4
0.0,2023-03-07 01:00:00,7.9,,1.3,70,50.0,1011.5,,,0.0,3.8
0.0,2023-03-07 02:00:00,7.6,,2.5,50,52.0,1011.5,,,0.0,3.7
0.0,2023-03-07 03:00:00,7.2,,0.7,360,54.0,1011.3,,,0.0,2.9
0.0,2023-03-07 04:00:00,7.1,,0.8,340,55.0,1011.0,,,0.0,2.2
0.0,2023-03-07 05:00:00,6.1,,1.2,20,59.0,1011.2,,,0.0,2.1
0.0,2023-03-07 06:00:00,6.8,,2.3,340,55.0,1011.6,,,0.0,2.4
16944.0,2023-03-07 07:00:00,7.5,,2.5,340,51.0,1011.6,0.0,0.0,0.0,2.9
68640.0,2023-03-07 08:00:00,8.3,,0.6,50,53.0,1011.9,0.1,0.27,3.0,4.6
126912.0,2023-03-07 09:00:00,9.6,,0.7,200,50.0,1012.0,0.9,0.79,0.0,7.8
115632.0,2023-03-07 10:00:00,13.6,,1.3,140,37.0,1012.2,1.0,1.44,0.0,13.8
246240.0,2023-03-07 11:00:00,16.9,,2.3,160,29.0,1011.4,1.0,1.85,0.0,19.1
276096.0,2023-03-07 12:00:00,19.3,,4.4,200,24.0,1010.4,1.0,2.32,0.0,22.9
286080.0,2023-03-07 13:00:00,20.1,,6.2,200,21.0,1009.5,1.0,2.57,0.0,25.0
256656.0,2023-03-07 14:00:00,20.7,,4.7,200,20.0,1008.8,1.0,2.51,0.0,26.0
211248.0,2023-03-07 15:00:00,20.8,,5.7,230,21.0,1008.3,1.0,2.11,0.0,24.5
130080.0,2023-03-07 16:00:00,20.7,,5.5,230,23.0,1008.1,1.0,1.58,0.0,22.1
37344.0,2023-03-07 17:00:00,19.4,,4.5,200,27.0,1008.1,1.0,0.96,0.0,18.6
1056.0,2023-03-07 18:00:00,18.0,,3.2,200,31.0,1008.4,0.6,0.35,0.0,14.2
0.0,2023-03-07 19:00:00,16.6,,3.6,230,35.0,1009.1,0.0,0.02,0.0,12.1
0.0,2023-03-07 20:00:00,15.7,,3.2,230,38.0,1009.7,,,0.0,11.1
0.0,2023-03-07 21:00:00,15.0,,1.7,230,41.0,1009.9,,,0.0,9.8
0.0,2023-03-07 22:00:00,14.3,,2.9,270,45.0,1010.3,,,0.0,9.2
0.0,2023-03-07 23:00:00,12.6,,0.6,160,49.0,1010.4,,,0.0,7.7
0.0,2023-03-08 00:00:00,12.1,,0.7,270,49.0,1010.4,,,0.0,7.2
0.0,2023-03-08 01:00:00,12.9,,2.6,200,42.0,1010.2,,,0.0,7.0
0.0,2023-03-08 02:00:00,12.2,,0.8,230,44.0,1010.4,,,0.0,6.5
0.0,2023-03-08 03:00:00,14.4,,2.5,230,34.0,1010.1,,,0.0,7.1
0.0,2023-03-08 04:00:00,11.3,,0.9,50,43.0,1009.8,,,0.0,5.7
0.0,2023-03-08 05:00:00,11.0,,0.8,20,41.0,1009.9,,,0.0,5.0
0.0,2023-03-08 06:00:00,10.3,,1.9,50,45.0,1010.3,,,0.0,4.6
12912.0,2023-03-08 07:00:00,9.8,,0.0,0,54.0,1010.7,0.0,0.0,2.0,4.3
79872.0,2023-03-08 08:00:00,11.2,,1.5,50,49.0,1011.2,0.6,0.29,0.0,6.5
165504.0,2023-03-08 09:00:00,14.2,,1.1,70,43.0,1011.1,1.0,0.89,3.0,9.8
222720.0,2023-03-08 10:00:00,18.2,,2.7,230,21.0,1010.9,1.0,1.57,5.0,16.5
284976.0,2023-03-08 11:00:00,19.3,,3.0,180,21.0,1010.4,1.0,1.85,6.0,20.1
233568.0,2023-03-08 12:00:00,19.9,,2.7,230,18.0,1009.6,0.9,2.29,8.0,23.1
212208.0,2023-03-08 13:00:00,19.8,,5.3,230,23.0,1008.5,0.6,1.92,8.0,24.1
251856.0,2023-03-08 14:00:00,20.9,,3.9,200,20.0,1007.7,0.8,1.97,8.0,26.2
232176.0,2023-03-08 15:00:00,20.7,,3.8,200,19.0,1007.3,1.0,2.11,6.0,24.7
152112.0,2023-03-08 16:00:00,19.7,,6.2,230,18.0,1007.6,1.0,1.69,5.0,22.5
41952.0,2023-03-08 17:00:00,19.0,,4.2,230,22.0,1007.6,1.0,1.12,0.0,19.1
1344.0,2023-03-08 18:00:00,16.7,,3.5,200,33.0,1007.7,0.9,0.41,0.0,14.0
0.0,2023-03-08 19:00:00,15.2,,2.9,200,40.0,1008.4,0.0,0.02,5.0,11.5
0.0,2023-03-08 20:00:00,14.5,,2.5,200,42.0,1009.1,,,0.0,10.0
0.0,2023-03-08 21:00:00,13.8,,3.0,230,46.0,1009.2,,,0.0,9.3
0.0,2023-03-08 22:00:00,13.1,,2.4,230,49.0,1009.2,,,0.0,8.7
